estado_civil,modalidad_admision,carrera,turno,genero,internacional,beca,desplazado,pagos_al_dia,nivel_educ_padre,nivel_educ_madre,ocupacion_padre,ocupacion_madre,inscritas_1er_sem,nota_1er_sem,aprobadas_1er_sem,inscritas_2do_sem,nota_2do_sem,aprobadas_2do_sem,resultado
2,2,8014,0,0,0,1,0,1,2,3,2,1,6,13.833333333333334,5,6,12.5,6,Graduado
1,1,9500,1,0,0,1,1,1,2,2,3,2,8,13.57625,8,8,13.57625,8,Graduado
1,1,9238,1,0,0,1,1,1,2,2,3,3,6,15.142857142857142,6,6,15.833333333333334,6,Graduado
1,1,9147,1,0,0,0,0,1,2,2,2,2,5,10.666666666666666,3,5,11.6,5,Graduado
1,1,9238,1,0,0,0,1,1,2,2,3,3,6,11.2,5,6,12.0,6,Graduado
1,1,9500,1,0,0,0,1,1,2,2,3,3,8,13.76375,8,8,13.76375,8,Graduado
1,5,9085,1,0,0,0,1,1,3,3,1,1,9,13.25,8,9,12.2,5,Matriculado
1,1,9238,1,0,0,1,0,1,2,2,3,2,6,10.714285714285714,5,6,12.2,5,Graduado
1,1,9238,1,0,0,0,1,1,2,3,2,1,6,12.166666666666666,6,6,11.666666666666666,6,Graduado
1,5,9500,1,0,0,0,1,1,2,2,3,2,7,14.357142857142858,6,7,14.357142857142858,6,Graduado
1,1,9773,1,0,0,0,1,1,3,3,1,1,6,12.833333333333334,6,6,12.666666666666666,6,Graduado
1,1,9500,1,0,0,0,1,1,2,3,3,1,8,13.925714285714283,7,8,13.925714285714283,7,Graduado
1,2,9991,0,0,0,0,0,1,2,2,3,2,5,12.0,2,5,11.0,3,Abandono
1,1,9500,1,0,0,0,1,1,2,3,3,1,7,13.44285714285714,7,8,13.744444444444444,8,Graduado
1,1,9119,1,1,0,0,1,1,2,3,3,1,5,16.0,1,5,0.0,0,Abandono
1,5,9003,1,1,0,0,1,1,2,2,3,3,6,13.125,6,6,13.2,6,Graduado
1,1,9670,1,1,0,0,0,1,3,3,1,1,6,0.0,0,6,0.0,0,Abandono
1,4,9991,0,1,0,0,0,0,2,2,3,3,9,11.4,5,4,11.0,4,Abandono
2,2,9130,1,1,0,0,0,0,2,2,2,2,4,11.0,2,5,11.666666666666666,3,Abandono
1,2,9119,1,1,0,0,0,1,2,3,2,1,5,11.0,1,5,10.0,1,Matriculado
1,4,9085,1,0,0,0,1,1,3,2,1,2,6,13.666666666666666,5,6,13.0,5,Graduado
2,4,9991,0,0,0,0,0,0,2,2,3,3,6,11.75,4,5,10.0,1,Abandono
2,2,9853,1,0,0,0,0,1,2,2,3,3,7,10.0,1,7,13.0,1,Abandono
1,1,9238,1,0,0,1,0,1,2,2,2,2,6,13.5,6,6,12.833333333333334,6,Graduado
1,1,9238,1,0,0,0,1,1,2,2,2,2,6,0.0,0,6,0.0,0,Abandono
1,5,9670,1,0,0,0,1,1,2,2,3,2,6,12.0,1,6,11.0,1,Matriculado
1,1,9853,1,0,0,0,1,0,2,2,3,3,6,13.0,3,6,11.8,5,Abandono
1,1,9254,1,0,0,0,1,1,6,2,3,2,6,14.833333333333334,6,6,16.0,6,Graduado
1,4,9773,1,0,0,0,1,1,2,2,3,3,6,11.833333333333334,6,6,12.857142857142858,6,Graduado
1,1,9670,1,0,0,1,1,1,2,2,3,3,6,12.0,5,6,12.333333333333334,5,Graduado
1,1,9238,1,0,0,0,1,1,2,2,3,3,6,12.75,4,6,11.333333333333334,6,Graduado
1,4,9085,1,0,0,0,1,1,2,2,2,2,5,0.0,0,5,14.75,4,Matriculado
4,2,9130,1,0,0,1,1,1,3,3,1,1,6,0.0,0,6,10.0,1,Abandono
1,1,9238,1,0,0,0,1,1,2,2,3,2,6,12.0,6,6,12.857142857142858,6,Graduado
1,1,9556,1,0,0,0,1,1,2,2,3,3,7,11.677777777777775,7,8,13.8,8,Graduado
1,1,9500,1,0,0,1,1,1,2,3,3,1,8,13.6,7,8,13.6,7,Graduado
1,1,9085,1,0,0,0,1,1,2,2,3,2,6,16.0,6,6,15.875,6,Graduado
1,1,9238,1,0,0,0,1,1,3,3,1,1,6,11.8,5,6,11.5,6,Graduado
1,4,9119,1,1,0,0,0,1,2,2,3,2,5,0.0,0,6,14.0,2,Abandono
1,1,9773,1,1,0,0,0,1,2,2,2,2,6,0.0,0,6,0.0,0,Abandono
2,2,9853,1,0,0,1,0,1,2,2,2,3,6,16.142857142857142,6,6,16.2,6,Graduado
1,1,9500,1,0,0,1,1,1,2,2,3,3,8,11.785714285714286,7,8,11.785714285714286,7,Graduado
1,1,9500,1,0,0,1,1,1,3,3,1,1,8,13.42375,8,8,13.42375,8,Graduado
1,1,9670,1,0,0,0,0,1,2,2,3,3,6,12.5,6,6,14.166666666666666,5,Graduado
1,1,9500,1,0,0,1,1,1,2,2,3,2,8,12.464285714285714,7,8,12.464285714285714,7,Graduado
1,5,9991,0,0,0,0,0,1,2,2,3,3,11,12.375,8,9,12.6,5,Matriculado
1,2,9670,1,0,0,0,0,1,2,2,3,3,6,10.0,1,6,0.0,0,Abandono
1,1,9773,1,0,0,0,0,1,2,2,2,3,6,12.6,5,6,12.428571428571429,6,Matriculado
1,4,9147,1,0,0,0,1,1,2,2,3,2,5,12.6,5,5,12.4,4,Graduado
2,1,9147,1,0,0,0,1,1,2,2,3,3,5,10.0,2,5,12.0,4,Abandono
2,4,9853,1,0,0,0,0,1,2,2,3,3,7,0.0,0,6,0.0,0,Abandono
1,5,9991,0,0,0,0,0,1,2,2,3,3,5,11.6,5,5,12.333333333333334,5,Graduado
1,1,9254,1,0,0,0,1,1,2,2,2,2,6,12.166666666666666,6,6,13.5,6,Graduado
1,1,9670,1,0,0,0,1,1,2,3,2,1,6,13.6,4,6,12.666666666666666,5,Graduado
2,2,9147,1,0,0,0,0,0,2,2,3,3,5,12.5,4,5,11.8,5,Abandono
1,2,8014,0,1,0,1,0,1,2,3,1,1,6,12.25,4,6,11.5,4,Matriculado
1,1,9238,1,0,0,1,1,1,2,2,3,2,6,11.714285714285714,6,6,12.625,6,Graduado
1,1,9773,1,1,1,1,1,1,2,2,2,2,6,13.5,6,6,13.0,6,Graduado
1,1,9500,1,1,0,1,1,1,2,2,2,3,8,13.024285714285714,7,8,13.024285714285714,7,Graduado
1,1,9254,1,1,0,0,1,0,2,3,2,1,6,0.0,0,6,0.0,0,Abandono
1,1,9119,1,1,0,1,0,1,2,2,2,2,5,17.333333333333332,5,5,18.571428571428573,5,Graduado
1,1,9670,1,1,0,1,0,1,2,2,3,2,5,11.0,4,5,11.5,4,Graduado
1,1,9853,1,1,0,0,1,1,2,2,3,2,7,13.666666666666666,6,7,12.5,6,Abandono
1,1,9070,1,1,0,1,1,1,3,3,1,1,6,11.375,6,6,13.8,5,Matriculado
1,1,9238,1,1,0,0,0,1,3,2,1,2,6,12.833333333333334,6,6,11.833333333333334,6,Graduado
1,1,9773,1,1,0,0,1,1,2,1,3,5,6,12.6,5,6,11.5,4,Graduado
1,1,9500,1,1,0,0,1,1,2,2,2,2,7,14.333333333333334,6,8,13.771428571428572,7,Graduado
1,1,9119,1,1,0,1,0,1,2,3,2,1,5,13.5,4,6,13.625,6,Matriculado
1,1,9500,1,1,0,0,0,1,2,2,3,3,8,14.285714285714286,7,8,14.285714285714286,7,Graduado
1,5,9003,1,1,0,0,0,1,2,3,2,1,6,11.75,3,6,10.0,2,Abandono
1,1,9119,1,1,1,0,1,1,2,3,1,1,5,14.8,5,5,17.6,5,Graduado
2,2,9003,1,1,0,0,0,0,4,3,3,1,6,0.0,0,6,0.0,0,Abandono
2,2,8014,0,1,0,0,0,1,3,3,1,1,6,10.0,1,5,0.0,0,Abandono
1,2,9670,1,1,0,0,1,1,6,6,5,5,5,0.0,0,5,0.0,0,Abandono
1,2,9500,1,1,0,0,0,1,2,2,3,3,7,12.6,4,7,12.38,5,Abandono
1,1,9991,0,1,0,0,1,1,2,3,3,1,5,12.428571428571429,5,5,11.8,5,Graduado
1,1,9254,1,1,0,0,1,1,2,2,3,3,6,10.0,4,6,12.0,3,Matriculado
1,1,9147,1,1,0,0,0,1,2,3,2,1,5,12.333333333333334,3,5,0.0,0,Abandono
1,1,9254,1,1,0,0,1,0,2,3,2,1,6,0.0,0,6,0.0,0,Abandono
1,5,171,1,1,0,0,0,1,3,3,1,1,0,0.0,0,0,0.0,0,Graduado
1,4,9670,1,1,0,0,0,1,3,3,1,1,11,12.1,10,8,13.333333333333334,8,Graduado
1,1,9773,1,0,0,1,1,1,2,3,2,1,6,14.714285714285714,6,6,15.0,6,Graduado
1,1,9773,1,0,0,0,1,1,2,2,2,2,6,12.666666666666666,6,6,12.833333333333334,6,Graduado
1,5,9003,1,0,0,1,0,1,2,3,3,1,12,14.384615384615383,12,10,13.3,10,Graduado
1,1,9147,1,0,0,1,1,1,2,2,3,2,5,13.4,5,5,12.2,5,Graduado
1,1,9500,1,0,0,0,1,1,2,2,3,3,8,13.314285714285717,7,8,13.314285714285717,7,Graduado
1,1,9500,1,0,0,0,1,1,2,2,3,3,8,11.98857142857143,7,8,11.98857142857143,7,Graduado
1,5,9147,1,0,0,0,1,1,2,3,2,1,11,11.545454545454543,11,9,12.88888888888889,8,Graduado
1,1,9085,1,0,0,1,1,1,2,2,3,3,6,16.46153846153846,6,6,13.875,6,Graduado
1,1,9773,1,0,0,1,1,1,2,2,3,3,6,13.666666666666666,6,6,12.833333333333334,6,Graduado
1,1,9500,1,0,0,0,1,1,6,3,3,1,7,12.65,7,8,13.411111111111111,8,Abandono
1,1,9670,1,0,0,0,1,1,3,2,1,2,6,12.333333333333334,6,6,12.0,3,Matriculado
1,1,9500,1,0,0,0,1,1,2,2,3,2,7,14.37,6,8,14.65,7,Graduado
1,1,9085,1,0,0,0,1,1,2,3,2,1,5,12.0,3,5,11.75,4,Matriculado
1,1,9773,1,0,0,1,1,0,2,6,3,5,6,12.0,3,6,10.666666666666666,3,Abandono
1,4,9254,1,0,0,1,0,1,2,3,2,1,6,12.0,4,6,11.0,3,Abandono
1,1,9853,1,0,0,0,1,1,2,3,3,1,6,12.6,5,6,11.2,5,Graduado
1,1,9238,1,0,0,0,0,1,2,3,3,1,6,12.166666666666666,6,6,12.333333333333334,6,Graduado
1,1,9853,1,0,0,0,1,1,3,2,1,2,7,13.5,6,7,14.0,6,Matriculado
1,1,9500,1,0,0,1,1,1,2,2,3,3,8,13.76375,8,8,13.76375,8,Graduado
1,1,9556,1,0,0,1,1,1,2,2,3,3,7,12.4,6,7,12.8,6,Graduado
1,1,9147,1,0,0,0,1,1,2,3,3,1,5,10.666666666666666,4,5,12.0,2,Matriculado
1,1,9500,1,0,0,0,1,1,2,2,3,3,7,14.333333333333334,6,7,14.333333333333334,6,Graduado
1,1,9085,1,0,0,0,1,1,2,3,3,1,6,12.5,4,6,12.666666666666666,2,Matriculado
1,1,9254,1,0,0,0,1,0,2,6,3,5,6,10.0,1,6,0.0,0,Abandono
1,1,9500,1,0,0,0,1,1,3,3,1,1,7,14.69625,7,8,14.622222222222224,8,Graduado
1,1,9085,1,0,0,0,0,1,3,3,1,1,6,11.5,4,6,13.75,3,Matriculado
1,1,9556,1,0,0,1,0,1,2,2,3,2,7,12.855555555555556,7,8,13.9125,8,Graduado
1,1,9500,1,0,0,0,0,1,3,3,1,1,7,13.7,7,8,13.994444444444444,8,Graduado
1,1,9130,1,0,0,0,0,0,3,3,1,1,5,0.0,0,5,12.0,1,Abandono
1,1,9238,1,0,0,0,1,1,2,2,3,2,6,11.2,3,6,12.0,4,Matriculado
1,1,9500,1,0,0,0,0,1,2,2,3,3,7,13.285714285714286,7,8,13.333333333333334,8,Graduado
1,1,9853,1,0,0,0,1,1,2,3,2,1,6,13.0,5,6,10.4,5,Matriculado
1,2,9500,1,0,0,1,0,1,2,3,3,1,7,12.6,6,7,11.685714285714283,6,Matriculado
1,1,9147,1,0,0,1,1,0,2,2,3,3,5,12.8,5,5,12.0,4,Matriculado
1,4,9130,1,0,0,0,1,1,2,3,2,1,6,11.5,5,6,11.0,5,Abandono
1,1,9500,1,0,0,1,1,1,2,2,3,3,8,11.4,7,8,11.4,7,Graduado
1,5,9238,1,0,0,1,0,1,2,2,3,3,6,12.333333333333334,6,6,11.333333333333334,6,Graduado
1,1,9773,1,0,0,0,1,1,2,2,2,2,6,12.8,5,6,12.2,4,Graduado
1,1,9085,1,0,0,1,1,1,2,2,3,2,5,12.0,5,5,15.0,4,Graduado
1,1,9853,1,0,0,1,1,1,2,2,3,3,6,13.0,5,6,13.5,5,Graduado
1,1,9070,1,0,0,1,1,0,3,3,1,1,6,11.833333333333334,6,6,11.0,6,Abandono
1,1,9085,1,0,0,0,1,1,3,3,1,1,6,14.0,6,6,13.333333333333334,6,Graduado
1,1,9773,1,0,0,1,1,1,3,3,1,1,6,12.333333333333334,6,6,13.5,6,Graduado
1,1,9500,1,0,0,1,1,1,3,3,1,1,7,13.04,5,7,12.5,7,Matriculado
1,5,9085,1,0,0,0,1,0,2,2,3,2,11,13.166666666666666,11,9,13.333333333333334,8,Matriculado
1,2,9085,1,0,0,1,1,1,2,2,2,2,6,12.5,6,6,12.833333333333334,6,Graduado
1,1,171,1,0,0,0,1,1,3,3,1,1,0,0.0,0,0,0.0,0,Graduado
1,1,9500,1,0,0,0,1,1,2,2,2,2,8,15.657142857142857,7,8,15.657142857142857,7,Graduado
1,1,9070,1,0,0,0,0,1,2,3,2,1,6,12.166666666666666,6,6,11.333333333333334,6,Graduado
1,1,9853,1,0,0,0,1,1,2,2,2,3,6,0.0,0,6,0.0,0,Abandono
1,1,9238,1,0,0,1,0,1,2,3,3,1,6,10.6,5,6,11.166666666666666,5,Matriculado
1,1,9085,1,0,0,0,0,1,2,3,1,1,6,13.428571428571429,6,6,12.666666666666666,5,Matriculado
1,2,9773,1,0,0,0,0,1,2,6,3,5,6,11.75,4,6,0.0,0,Abandono
1,2,9254,1,1,0,0,0,0,3,2,1,2,5,0.0,0,5,0.0,0,Abandono
1,1,171,1,1,0,0,0,0,3,3,1,1,0,0.0,0,0,0.0,0,Abandono
1,4,9119,1,1,0,0,0,0,2,2,3,2,5,0.0,0,5,0.0,0,Abandono
1,1,9119,1,1,0,0,0,1,3,3,1,1,5,13.0,1,5,0.0,0,Abandono
1,1,9500,1,1,0,1,1,1,2,2,3,3,8,13.331428571428573,7,8,13.331428571428573,7,Graduado
1,2,9070,1,1,0,0,0,1,2,2,3,3,6,0.0,0,6,0.0,0,Abandono
1,5,171,1,1,0,0,1,1,3,2,1,2,0,0.0,0,0,0.0,0,Graduado
1,1,9500,1,1,0,0,0,1,2,2,3,2,7,13.7,6,7,13.7,6,Graduado
1,2,9670,1,1,0,0,0,0,2,3,1,1,5,0.0,0,5,0.0,0,Abandono
1,4,9119,1,1,0,0,1,1,2,3,2,1,9,13.454545454545457,9,7,13.875,6,Abandono
1,1,9500,1,1,0,0,1,1,2,2,3,3,8,12.2,7,8,12.2,7,Graduado
1,1,9147,1,1,0,0,1,1,2,2,2,2,5,10.0,3,5,11.0,4,Abandono
1,5,9670,1,1,0,1,0,1,2,3,2,1,6,13.0,5,6,12.857142857142858,6,Graduado
1,2,8014,0,1,0,0,0,1,2,2,3,3,6,12.0,6,6,14.0,6,Graduado
1,1,9500,1,1,0,0,0,1,3,3,1,1,8,15.028571428571428,7,8,15.028571428571428,7,Graduado
1,1,9238,1,1,0,0,0,1,2,3,2,1,6,12.0,6,6,11.714285714285714,6,Graduado
1,1,9773,1,1,0,0,1,1,2,3,3,1,6,12.0,5,6,12.4,5,Graduado
1,5,9556,1,1,0,0,0,0,2,3,3,1,7,13.666666666666666,3,8,11.333333333333334,3,Abandono
1,1,171,1,1,0,0,0,1,3,2,1,3,0,0.0,0,0,0.0,0,Abandono
1,1,9147,1,1,0,0,1,1,3,3,1,1,5,12.0,5,5,12.5,4,Matriculado
1,1,171,1,1,0,1,1,1,2,2,2,3,0,0.0,0,0,0.0,0,Graduado
1,1,9070,1,1,0,0,1,0,2,2,3,2,6,14.0,1,6,0.0,0,Abandono
1,4,9238,1,1,0,0,0,1,3,3,1,1,6,0.0,0,6,0.0,0,Abandono
1,1,9556,1,1,0,0,1,1,2,3,2,1,7,12.375,7,7,12.583333333333334,5,Graduado
1,2,9500,1,1,0,0,1,0,2,2,2,3,7,0.0,0,8,0.0,0,Abandono
1,5,9003,1,1,0,0,1,1,2,3,2,1,18,11.421052631578949,18,13,11.076923076923077,13,Graduado
1,1,9500,1,1,0,0,1,1,2,2,3,2,7,13.35,6,7,13.35,6,Graduado
1,2,9070,1,1,0,1,1,1,3,3,1,1,6,15.0,6,6,16.0,2,Graduado
1,1,9130,1,1,0,0,1,1,2,2,3,2,5,10.5,2,5,0.0,0,Abandono
1,4,9130,1,1,0,0,1,0,3,3,1,1,6,0.0,0,4,0.0,0,Abandono
1,1,9147,1,1,0,0,1,1,2,2,3,3,5,13.25,5,5,11.833333333333334,5,Graduado
1,1,9119,1,1,0,0,1,1,3,2,1,3,5,0.0,0,5,0.0,0,Abandono
1,1,9085,1,1,0,0,1,1,2,3,2,1,5,11.5,4,5,10.6,3,Matriculado
1,1,9500,1,0,0,1,1,1,3,3,1,1,8,13.88125,8,8,13.88125,8,Graduado
1,1,9254,1,0,0,0,1,1,2,3,2,1,6,11.333333333333334,6,6,12.6,5,Graduado
1,1,171,1,0,0,0,1,1,2,2,2,2,0,0.0,0,0,0.0,0,Abandono
1,1,9238,1,0,0,0,1,1,2,3,2,1,6,12.857142857142858,6,6,13.666666666666666,6,Graduado
1,1,9773,1,0,0,0,1,1,2,2,3,3,6,11.6,5,6,12.5,6,Graduado
1,1,9254,1,0,0,1,1,1,3,2,1,1,6,11.4,5,6,11.333333333333334,6,Graduado
1,1,9130,1,0,0,0,1,1,3,3,1,1,6,13.333333333333334,6,6,13.0,6,Matriculado
1,5,9070,1,0,0,1,0,1,2,2,3,1,7,13.571428571428571,7,9,13.77777777777778,9,Graduado
2,2,9556,1,0,0,0,0,1,2,2,3,3,7,11.833333333333334,6,7,12.228571428571428,7,Graduado
1,1,9853,1,0,0,1,0,1,2,2,2,2,7,14.428571428571429,7,7,14.142857142857142,7,Graduado
1,1,171,1,0,0,0,1,1,3,3,1,1,0,0.0,0,0,0.0,0,Matriculado
1,1,9254,1,0,0,1,1,1,2,2,3,3,6,12.285714285714286,6,6,12.4,5,Graduado
1,1,9085,1,0,0,0,0,1,3,2,1,1,5,14.4,5,5,13.8,5,Graduado
1,1,9500,1,0,0,1,1,1,3,2,1,3,7,13.15,7,8,15.06875,8,Graduado
1,5,9147,1,1,1,0,0,0,2,3,3,1,5,0.0,0,5,0.0,0,Abandono
1,3,9119,1,1,1,0,0,1,3,3,1,1,5,0.0,0,6,0.0,0,Abandono
1,1,9500,1,0,0,1,1,1,2,2,3,3,8,12.342857142857143,7,8,12.342857142857143,7,Graduado
1,1,9773,1,0,0,0,1,1,3,2,1,3,6,12.2,5,6,10.8,5,Matriculado
1,1,9254,1,0,0,0,1,1,6,2,5,1,6,10.5,4,6,11.0,1,Abandono
1,3,9147,1,1,0,0,0,1,3,2,1,3,5,10.6,5,5,11.6,5,Graduado
1,2,8014,0,0,0,0,0,1,2,2,3,3,6,0.0,0,6,0.0,0,Abandono
1,1,9238,1,0,0,1,1,1,2,2,3,2,6,11.25,4,6,12.0,6,Graduado
1,4,9670,1,1,1,0,1,1,2,2,3,3,9,10.5,6,10,11.7,10,Graduado
1,1,9773,1,0,0,1,1,1,2,2,3,3,6,11.0,4,6,11.666666666666666,3,Matriculado
1,1,9500,1,0,0,0,1,1,3,2,1,2,7,13.457142857142856,7,8,14.5125,8,Graduado
1,1,9085,1,0,0,0,0,1,2,2,2,2,5,12.6,5,5,12.333333333333334,4,Graduado
1,1,9085,1,0,0,0,0,0,2,2,2,2,6,0.0,0,6,0.0,0,Abandono
1,1,9670,1,0,0,0,0,1,2,3,2,1,6,13.666666666666666,6,6,13.6,5,Graduado
1,1,9147,1,0,0,1,1,1,2,2,2,2,5,11.6,5,5,11.8,5,Graduado
1,2,9130,1,0,0,0,0,1,2,2,3,3,6,12.571428571428571,6,6,12.833333333333334,5,Abandono
1,1,9853,1,0,0,0,1,1,2,2,3,3,6,11.8,5,6,11.4,5,Abandono
1,1,9147,1,0,0,1,1,1,2,3,3,1,5,11.6,5,5,12.666666666666666,3,Matriculado
1,1,9238,1,0,0,1,1,1,2,2,3,2,6,11.333333333333334,6,6,11.833333333333334,6,Graduado
1,1,9254,1,0,0,0,1,1,2,2,3,3,6,10.666666666666666,6,6,11.5,6,Graduado
1,1,9130,1,0,0,0,1,1,2,2,3,2,5,13.5,4,5,13.4,5,Matriculado
1,1,171,1,0,0,1,1,1,2,2,2,2,0,0.0,0,0,0.0,0,Graduado
1,5,9085,1,0,0,0,0,1,3,3,1,1,6,13.333333333333334,6,6,11.5,4,Graduado
1,1,9254,1,0,0,0,1,1,2,3,3,1,6,13.4,5,6,13.5,2,Matriculado
3,1,9238,1,0,0,1,1,1,2,2,3,3,6,10.2,3,6,12.25,4,Matriculado
1,1,9773,1,0,0,1,1,1,2,2,3,2,6,13.0,5,6,12.833333333333334,6,Graduado
1,1,9500,1,0,0,1,1,1,2,2,3,3,8,12.90857142857143,7,8,12.90857142857143,7,Graduado
1,1,9853,1,0,0,0,1,1,2,3,1,1,6,12.0,4,6,10.0,1,Abandono
1,1,9254,1,0,0,1,1,1,2,2,3,3,6,10.833333333333334,6,6,11.0,5,Matriculado
1,1,9070,1,0,0,0,1,1,2,3,3,1,6,15.333333333333334,6,6,15.833333333333334,6,Graduado
1,1,9500,1,0,0,1,1,1,2,3,3,1,7,12.816666666666668,6,8,12.875,6,Matriculado
1,3,9147,1,1,1,0,0,0,3,4,1,3,7,13.0,6,6,14.0,2,Abandono
1,3,9119,1,0,1,0,0,1,3,3,1,1,6,13.5,2,5,11.0,2,Matriculado
2,2,8014,0,0,0,0,0,1,2,2,3,3,6,12.5,6,6,12.166666666666666,6,Graduado
1,1,9670,1,0,0,1,1,1,3,3,1,1,6,13.0,6,6,14.333333333333334,6,Graduado
1,1,9085,1,1,0,0,1,1,2,2,3,3,5,11.75,4,5,12.571428571428571,5,Graduado
1,1,9670,1,1,0,0,0,1,2,2,2,2,5,12.5,4,5,14.25,4,Graduado
1,1,171,1,1,0,0,1,1,3,3,1,1,17,11.61111111111111,17,17,12.055555555555555,17,Graduado
1,1,9254,1,1,0,0,1,1,3,3,1,1,6,14.0,6,6,14.666666666666666,6,Graduado
1,1,9003,1,1,0,0,1,0,3,3,1,1,6,0.0,0,6,0.0,0,Abandono
1,4,9991,0,1,0,0,0,1,3,3,1,1,5,13.8,5,5,13.833333333333334,5,Graduado
1,1,9254,1,1,0,0,1,0,2,3,2,1,5,0.0,0,5,0.0,0,Abandono
1,1,171,1,1,0,0,0,0,2,3,4,1,0,0.0,0,0,0.0,0,Abandono
1,1,9119,1,1,0,1,1,1,2,3,2,1,5,12.25,4,5,12.333333333333334,3,Abandono
1,5,9003,1,1,0,0,0,1,2,2,3,3,6,11.5,3,6,13.666666666666666,3,Abandono
1,5,9070,1,1,0,0,0,1,2,3,2,1,7,12.571428571428571,6,9,12.555555555555555,9,Graduado
1,1,9130,1,1,0,0,0,1,3,3,1,1,6,12.0,6,6,12.166666666666666,5,Abandono
1,1,9003,1,1,0,0,1,1,2,2,3,2,12,12.0,11,12,12.307692307692308,12,Graduado
1,1,171,1,1,0,0,1,1,3,3,1,1,0,0.0,0,0,0.0,0,Abandono
1,1,9238,1,1,0,1,1,1,2,2,3,2,7,12.0,6,6,11.166666666666666,6,Graduado
1,1,9119,1,1,0,0,0,1,3,3,1,1,5,11.6,4,5,12.25,4,Matriculado
1,1,9147,1,1,0,1,1,1,2,3,3,1,5,0.0,0,5,0.0,0,Abandono
1,1,9147,1,1,0,0,0,1,2,3,2,1,5,12.0,5,5,13.0,4,Matriculado
1,1,9500,1,1,0,0,1,1,3,3,1,1,7,13.976666666666668,6,8,12.041666666666666,6,Matriculado
1,1,9670,1,1,0,0,1,1,2,3,3,1,6,12.5,4,6,10.0,1,Matriculado
1,1,9147,1,1,0,0,1,0,2,2,3,3,5,0.0,0,5,0.0,0,Abandono
1,2,9670,1,1,0,0,0,1,2,2,3,3,6,10.5,4,6,12.5,4,Abandono
1,5,9003,1,1,0,0,1,1,2,2,3,3,6,12.857142857142858,5,6,12.3,6,Graduado
1,1,9670,1,1,0,0,1,1,2,3,2,1,5,11.666666666666666,3,5,12.0,4,Matriculado
1,4,9119,1,1,0,0,0,1,2,3,2,1,5,13.0,2,5,10.0,1,Abandono
1,1,9254,1,1,0,0,1,1,2,2,2,2,6,11.833333333333334,6,6,10.4,5,Matriculado
1,4,8014,0,1,0,0,0,1,6,6,5,5,11,12.454545454545457,11,11,12.75,8,Graduado
1,1,9119,1,1,0,0,1,1,2,2,1,2,5,11.0,3,5,0.0,0,Abandono
2,1,9119,1,1,0,0,1,1,2,2,3,3,5,13.2,4,5,14.25,4,Matriculado
1,1,9773,1,1,0,1,0,1,2,3,2,1,6,15.5,6,6,14.166666666666666,6,Graduado
1,1,9254,1,1,0,0,1,1,3,3,1,1,6,12.333333333333334,6,6,13.666666666666666,6,Graduado
1,1,9147,1,1,0,0,1,1,2,3,3,1,5,12.0,5,5,11.4,4,Matriculado
1,5,9003,1,1,0,0,1,1,3,3,1,1,6,11.6,4,6,11.5,5,Matriculado
1,1,9773,1,1,0,1,0,1,2,2,3,2,6,11.333333333333334,6,6,12.285714285714286,6,Graduado
1,1,9773,1,1,0,0,1,1,2,2,3,3,6,0.0,0,6,0.0,0,Abandono
1,1,9119,1,1,0,0,1,1,3,3,1,1,5,12.0,4,5,12.5,2,Matriculado
1,1,9130,1,1,0,0,0,1,2,2,3,2,5,12.0,4,5,12.6,5,Graduado
1,2,9991,0,1,0,0,1,1,2,2,3,3,5,12.5,2,5,11.5,2,Abandono
1,4,171,1,1,0,0,1,1,3,3,1,1,12,13.666666666666666,12,11,13.0,11,Graduado
2,2,9003,1,1,0,0,0,0,2,3,2,1,6,14.5,2,6,0.0,0,Abandono
1,1,9085,1,1,0,1,1,1,3,3,1,1,6,13.2,4,6,0.0,0,Abandono
1,5,9085,1,1,0,1,1,1,3,3,1,1,7,12.166666666666666,5,8,14.8,5,Abandono
4,2,9773,1,0,0,0,0,1,2,2,3,3,6,11.25,4,6,11.333333333333334,6,Graduado
1,1,9670,1,1,0,1,1,1,3,3,1,1,6,15.166666666666666,6,6,14.428571428571429,6,Graduado
1,1,9254,1,0,0,1,0,1,3,3,1,1,6,11.166666666666666,6,6,13.4,4,Graduado
1,2,9500,1,0,0,1,0,1,2,2,3,3,7,10.983333333333334,6,7,10.983333333333334,6,Graduado
1,1,9238,1,0,0,1,1,1,3,2,1,2,6,10.75,4,6,11.5,5,Graduado
1,5,9085,1,0,0,1,1,0,3,3,1,1,12,13.384615384615383,11,9,14.285714285714286,7,Graduado
1,1,9670,1,0,0,1,1,1,2,3,3,1,6,11.285714285714286,6,6,12.2,5,Matriculado
1,4,8014,0,1,0,0,0,1,2,2,3,2,6,0.0,0,6,0.0,0,Abandono
1,1,9119,1,1,0,0,1,1,2,2,2,2,5,13.0,4,5,14.833333333333334,5,Graduado
2,2,9003,1,1,0,0,0,1,2,2,3,3,6,16.11111111111111,6,6,13.5,6,Graduado
1,1,9773,1,1,0,0,0,1,3,3,1,1,6,11.5,6,6,11.0,6,Graduado
1,5,9130,1,1,0,0,1,1,3,3,1,1,6,10.75,4,6,10.5,2,Abandono
1,2,9670,1,1,0,1,1,1,3,2,1,2,6,11.6,4,6,13.0,5,Graduado
1,2,9500,1,1,0,0,0,1,3,3,1,1,7,0.0,0,7,0.0,0,Abandono
